scientific_name,park_name,observations
Carex hassei,Yosemite National Park,181
Carex haydeniana,Bryce National Park,108
Carex haydeniana,Great Smoky Mountains National Park,119
Carex haydeniana,Yellowstone National Park,262
Carex haydeniana,Yosemite National Park,164
Carex helleri,Bryce National Park,123
Carex helleri,Great Smoky Mountains National Park,75
Carex helleri,Yellowstone National Park,276
Carex helleri,Yosemite National Park,153
Carex heteroneura var. epapillosa,Bryce National Park,108
Carex heteroneura var. epapillosa,Great Smoky Mountains National Park,95
Carex heteroneura var. epapillosa,Yellowstone National Park,265
Carex heteroneura var. epapillosa,Yosemite National Park,175
Carex heteroneura var. heteroneura,Bryce National Park,130
Carex heteroneura var. heteroneura,Great Smoky Mountains National Park,62
Carex heteroneura var. heteroneura,Yellowstone National Park,238
Carex heteroneura var. heteroneura,Yosemite National Park,185
Carex hirsutella,Bryce National Park,110
Carex hirsutella,Great Smoky Mountains National Park,62
Carex hirsutella,Yellowstone National Park,204
Carex hirsutella,Yosemite National Park,156
Carex hoodii,Bryce National Park,93
Carex hoodii,Great Smoky Mountains National Park,60
Carex hoodii,Yellowstone National Park,283
Carex hoodii,Yosemite National Park,177
Carex illota,Bryce National Park,105
Carex illota,Great Smoky Mountains National Park,76
Carex illota,Yellowstone National Park,242
Carex illota,Yosemite National Park,164
Carex incurviformis var. danaensis,Bryce National Park,107
Carex incurviformis var. danaensis,Great Smoky Mountains National Park,81
Carex incurviformis var. danaensis,Yellowstone National Park,278
Carex incurviformis var. danaensis,Yosemite National Park,153
Carex integra,Bryce National Park,110
Carex integra,Great Smoky Mountains National Park,87
Carex integra,Yellowstone National Park,258
Carex integra,Yosemite National Park,134
Carex interior,Bryce National Park,101
Carex interior,Great Smoky Mountains National Park,86
Carex interior,Yellowstone National Park,248
Carex interior,Yosemite National Park,153
Carex intumescens,Bryce National Park,138
Carex intumescens,Great Smoky Mountains National Park,80
Carex intumescens,Yellowstone National Park,282
Carex intumescens,Yosemite National Park,170
Carex jamesii,Bryce National Park,123
Carex jamesii,Great Smoky Mountains National Park,117
Carex jamesii,Yellowstone National Park,231
Carex jamesii,Yosemite National Park,158
Carex jonesii,Bryce National Park,100
Carex jonesii,Great Smoky Mountains National Park,116
Carex jonesii,Yellowstone National Park,240
Carex jonesii,Yosemite National Park,144
Carex kraliana,Bryce National Park,101
Carex kraliana,Great Smoky Mountains National Park,78
Carex kraliana,Yellowstone National Park,227
Carex kraliana,Yosemite National Park,153
Carex laeviculmis,Bryce National Park,107
Carex laeviculmis,Great Smoky Mountains National Park,90
Carex laeviculmis,Yellowstone National Park,238
Carex laeviculmis,Yosemite National Park,170
Carex laevivaginata,Bryce National Park,80
Carex laevivaginata,Great Smoky Mountains National Park,66
Carex laevivaginata,Yellowstone National Park,263
Carex laevivaginata,Yosemite National Park,161
Carex lanuginosa,Bryce National Park,73
Carex lanuginosa,Great Smoky Mountains National Park,54
Carex lanuginosa,Yellowstone National Park,275
Carex lanuginosa,Yosemite National Park,167
Carex lasiocarpa,Bryce National Park,95
Carex lasiocarpa,Great Smoky Mountains National Park,54
Carex lasiocarpa,Yellowstone National Park,246
Carex lasiocarpa,Yosemite National Park,136
Carex laxiculmis,Bryce National Park,102
Carex laxiculmis,Great Smoky Mountains National Park,62
Carex laxiculmis,Yellowstone National Park,248
Carex laxiculmis,Yosemite National Park,159
Carex laxiflora,Bryce National Park,79
Carex laxiflora,Great Smoky Mountains National Park,86
Carex laxiflora,Yellowstone National Park,252
Carex laxiflora,Yosemite National Park,130
Carex leavenworthii,Bryce National Park,90
Carex leavenworthii,Great Smoky Mountains National Park,48
Carex leavenworthii,Yellowstone National Park,244
Carex leavenworthii,Yosemite National Park,152
Carex lemmonii,Bryce National Park,116
Carex lemmonii,Great Smoky Mountains National Park,83
Carex lemmonii,Yellowstone National Park,237
Carex lemmonii,Yosemite National Park,157
Carex lenticularis var. impressa,Bryce National Park,87
Carex lenticularis var. impressa,Great Smoky Mountains National Park,106
Carex lenticularis var. impressa,Yellowstone National Park,239
Carex lenticularis var. impressa,Yosemite National Park,166
Carex lenticularis var. lipocarpa,Bryce National Park,112
Carex lenticularis var. lipocarpa,Great Smoky Mountains National Park,113
Carex lenticularis var. lipocarpa,Yellowstone National Park,236
Carex lenticularis var. lipocarpa,Yosemite National Park,156
Carex leporinella,Bryce National Park,103
Carex leporinella,Great Smoky Mountains National Park,71
Carex leporinella,Yellowstone National Park,283
Carex leporinella,Yosemite National Park,146
Carex leptalea,Bryce National Park,103
Carex leptalea,Great Smoky Mountains National Park,74
Carex leptalea,Yellowstone National Park,258
Carex leptalea,Yosemite National Park,158
Carex leptonervia,Bryce National Park,129
Carex leptonervia,Great Smoky Mountains National Park,114
Carex leptonervia,Yellowstone National Park,228
Carex leptonervia,Yosemite National Park,162
Carex limosa,Bryce National Park,97
Carex limosa,Great Smoky Mountains National Park,91
Carex limosa,Yellowstone National Park,234
Carex limosa,Yosemite National Park,153
Carex livida,Bryce National Park,108
Carex livida,Great Smoky Mountains National Park,90
Carex livida,Yellowstone National Park,259
Carex livida,Yosemite National Park,130
Carex louisianica,Bryce National Park,83
Carex louisianica,Great Smoky Mountains National Park,37
Carex louisianica,Yellowstone National Park,265
Carex louisianica,Yosemite National Park,147
Carex lucorum var. austrolucorum,Bryce National Park,108
Carex lucorum var. austrolucorum,Great Smoky Mountains National Park,32
Carex lucorum var. austrolucorum,Yellowstone National Park,251
Carex lucorum var. austrolucorum,Yosemite National Park,167
Carex lucorum var. lucorum,Bryce National Park,83
Carex lucorum var. lucorum,Great Smoky Mountains National Park,61
Carex lucorum var. lucorum,Yellowstone National Park,226
Carex lucorum var. lucorum,Yosemite National Park,171
Carex lupulina,Bryce National Park,68
Carex lupulina,Great Smoky Mountains National Park,67
Carex lupulina,Yellowstone National Park,240
Carex lupulina,Yosemite National Park,144
Carex lurida,Bryce National Park,101
Carex lurida,Great Smoky Mountains National Park,39
Carex lurida,Yellowstone National Park,264
Carex lurida,Yosemite National Park,188
Carex luzulifolia,Bryce National Park,144
Carex luzulifolia,Great Smoky Mountains National Park,69
Carex luzulifolia,Yellowstone National Park,245
Carex luzulifolia,Yosemite National Park,161
Carex luzulina var. ablata,Bryce National Park,97
Carex luzulina var. ablata,Great Smoky Mountains National Park,71
Carex luzulina var. ablata,Yellowstone National Park,235
Carex luzulina var. ablata,Yosemite National Park,135
Carex macloviana,Bryce National Park,72
Carex macloviana,Great Smoky Mountains National Park,112
Carex macloviana,Yellowstone National Park,260
Carex macloviana,Yosemite National Park,143
Carex macrochaeta,Bryce National Park,104
Carex macrochaeta,Great Smoky Mountains National Park,93
Carex macrochaeta,Yellowstone National Park,243
Carex macrochaeta,Yosemite National Park,148
Carex mariposana,Bryce National Park,85
Carex mariposana,Great Smoky Mountains National Park,86
Carex mariposana,Yellowstone National Park,249
Carex mariposana,Yosemite National Park,175
Carex microglochin,Bryce National Park,113
Carex microglochin,Great Smoky Mountains National Park,92
Carex microglochin,Yellowstone National Park,235
Carex microglochin,Yosemite National Park,163
Carex microptera,Bryce National Park,141
Carex microptera,Great Smoky Mountains National Park,62
Carex microptera,Yellowstone National Park,265
Carex microptera,Yosemite National Park,186
Carex misera,Bryce National Park,109
Carex misera,Great Smoky Mountains National Park,75
Carex misera,Yellowstone National Park,265
Carex misera,Yosemite National Park,148
Carex muehlenbergii var. muehlenbergii,Bryce National Park,84
Carex muehlenbergii var. muehlenbergii,Great Smoky Mountains National Park,101
Carex muehlenbergii var. muehlenbergii,Yellowstone National Park,258
Carex muehlenbergii var. muehlenbergii,Yosemite National Park,156
Carex multicaulis,Bryce National Park,121
Carex multicaulis,Great Smoky Mountains National Park,104
Carex multicaulis,Yellowstone National Park,264
Carex multicaulis,Yosemite National Park,158
Carex multicostata,Bryce National Park,120
Carex multicostata,Great Smoky Mountains National Park,58
Carex multicostata,Yellowstone National Park,244
Carex multicostata,Yosemite National Park,175
Carex nebrascensis,Bryce National Park,74
Carex nebrascensis,Great Smoky Mountains National Park,97
Carex nebrascensis,Yellowstone National Park,226
Carex nebrascensis,Yosemite National Park,145
Carex nervina,Bryce National Park,111
Carex nervina,Great Smoky Mountains National Park,55
Carex nervina,Yellowstone National Park,236
Carex nervina,Yosemite National Park,151
Carex neurophora,Bryce National Park,89
Carex neurophora,Great Smoky Mountains National Park,55
Carex neurophora,Yellowstone National Park,241
Carex neurophora,Yosemite National Park,125
Carex nigricans,Bryce National Park,128
Carex nigricans,Great Smoky Mountains National Park,60
Carex nigricans,Yellowstone National Park,240
Carex nigricans,Yosemite National Park,165
Carex nigromarginata,Bryce National Park,140
Carex nigromarginata,Great Smoky Mountains National Park,63
Carex nigromarginata,Yellowstone National Park,255
Carex nigromarginata,Yosemite National Park,179
Carex normalis,Bryce National Park,101
Carex normalis,Great Smoky Mountains National Park,88
Carex normalis,Yellowstone National Park,244
Carex normalis,Yosemite National Park,153
Carex nudata,Bryce National Park,92
Carex nudata,Great Smoky Mountains National Park,32
Carex nudata,Yellowstone National Park,261
Carex nudata,Yosemite National Park,145
Carex obtusata,Bryce National Park,104
Carex obtusata,Great Smoky Mountains National Park,101
Carex obtusata,Yellowstone National Park,239
Carex obtusata,Yosemite National Park,131
Carex oligocarpa,Bryce National Park,95
Carex oligocarpa,Great Smoky Mountains National Park,72
Carex oligocarpa,Yellowstone National Park,284
Carex oligocarpa,Yosemite National Park,158
Carex oxylepis var. oxylepis,Bryce National Park,94
Carex oxylepis var. oxylepis,Great Smoky Mountains National Park,66
Carex oxylepis var. oxylepis,Yellowstone National Park,278
Carex oxylepis var. oxylepis,Yosemite National Park,150
Carex pachystachya,Bryce National Park,73
Carex pachystachya,Great Smoky Mountains National Park,109
Carex pachystachya,Yellowstone National Park,228
Carex pachystachya,Yosemite National Park,165
Carex parryana var. parryana,Bryce National Park,78
Carex parryana var. parryana,Great Smoky Mountains National Park,53
Carex parryana var. parryana,Yellowstone National Park,250
Carex parryana var. parryana,Yosemite National Park,164
Carex paysonis,Bryce National Park,109
Carex paysonis,Great Smoky Mountains National Park,83
Carex paysonis,Yellowstone National Park,272
Carex paysonis,Yosemite National Park,172
Carex pedunculata,Bryce National Park,83
Carex pedunculata,Great Smoky Mountains National Park,65
Carex pedunculata,Yellowstone National Park,230
Carex pedunculata,Yosemite National Park,123
Carex pellita,Bryce National Park,80
Carex pellita,Great Smoky Mountains National Park,33
Carex pellita,Yellowstone National Park,260
Carex pellita,Yosemite National Park,179
Carex pensylvanica,Bryce National Park,94
Carex pensylvanica,Great Smoky Mountains National Park,83
Carex pensylvanica,Yellowstone National Park,230
Carex pensylvanica,Yosemite National Park,145
Carex petasata,Bryce National Park,82
Carex petasata,Great Smoky Mountains National Park,76
Carex petasata,Yellowstone National Park,271
Carex petasata,Yosemite National Park,143
Carex phaeocephala,Bryce National Park,114
Carex phaeocephala,Great Smoky Mountains National Park,46
Carex phaeocephala,Yellowstone National Park,215
Carex phaeocephala,Yosemite National Park,134
Carex plantaginea,Bryce National Park,82
Carex plantaginea,Great Smoky Mountains National Park,102
Carex plantaginea,Yellowstone National Park,261
Carex plantaginea,Yosemite National Park,158
Carex platylepis,Bryce National Park,100
Carex platylepis,Great Smoky Mountains National Park,86
Carex platylepis,Yellowstone National Park,201
Carex platylepis,Yosemite National Park,158
Carex platyphylla,Bryce National Park,96
Carex platyphylla,Great Smoky Mountains National Park,64
Carex platyphylla,Yellowstone National Park,240
Carex platyphylla,Yosemite National Park,122
Carex praeceptorium,Bryce National Park,83
Carex praeceptorium,Great Smoky Mountains National Park,114
Carex praeceptorium,Yellowstone National Park,243
Carex praeceptorium,Yosemite National Park,148
Carex praegracilis,Bryce National Park,107
Carex praegracilis,Great Smoky Mountains National Park,74
Carex praegracilis,Yellowstone National Park,239
Carex praegracilis,Yosemite National Park,174
