scientific_name,park_name,observations,category,common_names,conservation_status,primary_common_name
Dicranum undulatum,Yellowstone National Park,238,Nonvascular Plant,Bog Broom-Moss,Not Evaluated,Bog Broom-Moss
Dicranum undulatum,Yosemite National Park,166,Nonvascular Plant,Bog Broom-Moss,Not Evaluated,Bog Broom-Moss
Dicranum viride,Bryce National Park,77,Nonvascular Plant,Dicranum Moss,Not Evaluated,Dicranum Moss
Dicranum viride,Great Smoky Mountains National Park,61,Nonvascular Plant,Dicranum Moss,Not Evaluated,Dicranum Moss
Dicranum viride,Yellowstone National Park,252,Nonvascular Plant,Dicranum Moss,Not Evaluated,Dicranum Moss
Dicranum viride,Yosemite National Park,115,Nonvascular Plant,Dicranum Moss,Not Evaluated,Dicranum Moss
Didelphis virginiana,Bryce National Park,104,Mammal,"Virginia Opossum, Virginia Oppossum",Not Evaluated,Virginia Opossum
Didelphis virginiana,Great Smoky Mountains National Park,87,Mammal,"Virginia Opossum, Virginia Oppossum",Not Evaluated,Virginia Opossum
Didelphis virginiana,Yellowstone National Park,232,Mammal,"Virginia Opossum, Virginia Oppossum",Not Evaluated,Virginia Opossum
Didelphis virginiana,Yosemite National Park,145,Mammal,"Virginia Opossum, Virginia Oppossum",Not Evaluated,Virginia Opossum
Didymodon fallax,Bryce National Park,84,Nonvascular Plant,Didymodon Moss,Not Evaluated,Didymodon Moss
Didymodon fallax,Great Smoky Mountains National Park,81,Nonvascular Plant,Didymodon Moss,Not Evaluated,Didymodon Moss
Didymodon fallax,Yellowstone National Park,245,Nonvascular Plant,Didymodon Moss,Not Evaluated,Didymodon Moss
Didymodon fallax,Yosemite National Park,137,Nonvascular Plant,Didymodon Moss,Not Evaluated,Didymodon Moss
Didymodon fallax var. reflexus,Bryce National Park,91,Nonvascular Plant,Didymodon Moss,Not Evaluated,Didymodon Moss
Didymodon fallax var. reflexus,Great Smoky Mountains National Park,67,Nonvascular Plant,Didymodon Moss,Not Evaluated,Didymodon Moss
Didymodon fallax var. reflexus,Yellowstone National Park,208,Nonvascular Plant,Didymodon Moss,Not Evaluated,Didymodon Moss
Didymodon fallax var. reflexus,Yosemite National Park,163,Nonvascular Plant,Didymodon Moss,Not Evaluated,Didymodon Moss
Didymodon rigidulus,Bryce National Park,88,Nonvascular Plant,Rigid Didymodon Moss,Not Evaluated,Rigid Didymodon Moss
Didymodon rigidulus,Great Smoky Mountains National Park,71,Nonvascular Plant,Rigid Didymodon Moss,Not Evaluated,Rigid Didymodon Moss
Didymodon rigidulus,Yellowstone National Park,232,Nonvascular Plant,Rigid Didymodon Moss,Not Evaluated,Rigid Didymodon Moss
Didymodon rigidulus,Yosemite National Park,167,Nonvascular Plant,Rigid Didymodon Moss,Not Evaluated,Rigid Didymodon Moss
Diervilla lonicera,Bryce National Park,104,Vascular Plant,Northern Bush-Honey-Suckle,Not Evaluated,Northern Bush-Honey-Suckle
Diervilla lonicera,Great Smoky Mountains National Park,93,Vascular Plant,Northern Bush-Honey-Suckle,Not Evaluated,Northern Bush-Honey-Suckle
Diervilla lonicera,Yellowstone National Park,246,Vascular Plant,Northern Bush-Honey-Suckle,Not Evaluated,Northern Bush-Honey-Suckle
Diervilla lonicera,Yosemite National Park,173,Vascular Plant,Northern Bush-Honey-Suckle,Not Evaluated,Northern Bush-Honey-Suckle
Diervilla sessilifolia,Bryce National Park,102,Vascular Plant,"Sessile-Leaved Bush-Honey-Suckle, Southern Bush-Honeysuckle",Not Evaluated,Sessile-Leaved Bush-Honey-Suckle
Diervilla sessilifolia,Great Smoky Mountains National Park,81,Vascular Plant,"Sessile-Leaved Bush-Honey-Suckle, Southern Bush-Honeysuckle",Not Evaluated,Sessile-Leaved Bush-Honey-Suckle
Diervilla sessilifolia,Yellowstone National Park,231,Vascular Plant,"Sessile-Leaved Bush-Honey-Suckle, Southern Bush-Honeysuckle",Not Evaluated,Sessile-Leaved Bush-Honey-Suckle
Diervilla sessilifolia,Yosemite National Park,190,Vascular Plant,"Sessile-Leaved Bush-Honey-Suckle, Southern Bush-Honeysuckle",Not Evaluated,Sessile-Leaved Bush-Honey-Suckle
Digitalis purpurea,Bryce National Park,78,Vascular Plant,"Fox-Glove, Purple Foxglove",Not Evaluated,Fox-Glove
Digitalis purpurea,Great Smoky Mountains National Park,57,Vascular Plant,"Fox-Glove, Purple Foxglove",Not Evaluated,Fox-Glove
Digitalis purpurea,Yellowstone National Park,252,Vascular Plant,"Fox-Glove, Purple Foxglove",Not Evaluated,Fox-Glove
Digitalis purpurea,Yosemite National Park,146,Vascular Plant,"Fox-Glove, Purple Foxglove",Not Evaluated,Fox-Glove
Digitaria ciliaris,Bryce National Park,91,Vascular Plant,Southern Crabgrass,Not Evaluated,Southern Crabgrass
Digitaria ciliaris,Great Smoky Mountains National Park,87,Vascular Plant,Southern Crabgrass,Not Evaluated,Southern Crabgrass
Digitaria ciliaris,Yellowstone National Park,233,Vascular Plant,Southern Crabgrass,Not Evaluated,Southern Crabgrass
Digitaria ciliaris,Yosemite National Park,155,Vascular Plant,Southern Crabgrass,Not Evaluated,Southern Crabgrass
Digitaria filiformis,Bryce National Park,83,Vascular Plant,"Crabgrass, Slender Crabgrass",Not Evaluated,Crabgrass
Digitaria filiformis,Great Smoky Mountains National Park,81,Vascular Plant,"Crabgrass, Slender Crabgrass",Not Evaluated,Crabgrass
Digitaria filiformis,Yellowstone National Park,274,Vascular Plant,"Crabgrass, Slender Crabgrass",Not Evaluated,Crabgrass
Digitaria filiformis,Yosemite National Park,167,Vascular Plant,"Crabgrass, Slender Crabgrass",Not Evaluated,Crabgrass
Digitaria ischaemum,Bryce National Park,86,Vascular Plant,Smooth Crabgrass,Not Evaluated,Smooth Crabgrass
Digitaria ischaemum,Great Smoky Mountains National Park,47,Vascular Plant,Smooth Crabgrass,Not Evaluated,Smooth Crabgrass
Digitaria ischaemum,Yellowstone National Park,249,Vascular Plant,Smooth Crabgrass,Not Evaluated,Smooth Crabgrass
Digitaria ischaemum,Yosemite National Park,148,Vascular Plant,Smooth Crabgrass,Not Evaluated,Smooth Crabgrass
Digitaria sanguinalis,Bryce National Park,104,Vascular Plant,"Crabgrass, Hairy Crabgrass",Not Evaluated,Crabgrass
Digitaria sanguinalis,Great Smoky Mountains National Park,74,Vascular Plant,"Crabgrass, Hairy Crabgrass",Not Evaluated,Crabgrass
Digitaria sanguinalis,Yellowstone National Park,244,Vascular Plant,"Crabgrass, Hairy Crabgrass",Not Evaluated,Crabgrass
Digitaria sanguinalis,Yosemite National Park,140,Vascular Plant,"Crabgrass, Hairy Crabgrass",Not Evaluated,Crabgrass
Digitaria violascens,Bryce National Park,112,Vascular Plant,Violet Crabgrass,Not Evaluated,Violet Crabgrass
Digitaria violascens,Great Smoky Mountains National Park,78,Vascular Plant,Violet Crabgrass,Not Evaluated,Violet Crabgrass
Digitaria violascens,Yellowstone National Park,270,Vascular Plant,Violet Crabgrass,Not Evaluated,Violet Crabgrass
Digitaria violascens,Yosemite National Park,132,Vascular Plant,Violet Crabgrass,Not Evaluated,Violet Crabgrass
Diodia teres,Bryce National Park,88,Vascular Plant,Rough Buttonweed,Not Evaluated,Rough Buttonweed
Diodia teres,Great Smoky Mountains National Park,102,Vascular Plant,Rough Buttonweed,Not Evaluated,Rough Buttonweed
Diodia teres,Yellowstone National Park,266,Vascular Plant,Rough Buttonweed,Not Evaluated,Rough Buttonweed
Diodia teres,Yosemite National Park,125,Vascular Plant,Rough Buttonweed,Not Evaluated,Rough Buttonweed
Diodia virginiana,Bryce National Park,87,Vascular Plant,"Larger Button-Weed, Virginia Buttonweed",Not Evaluated,Larger Button-Weed
Diodia virginiana,Great Smoky Mountains National Park,83,Vascular Plant,"Larger Button-Weed, Virginia Buttonweed",Not Evaluated,Larger Button-Weed
Diodia virginiana,Yellowstone National Park,243,Vascular Plant,"Larger Button-Weed, Virginia Buttonweed",Not Evaluated,Larger Button-Weed
Diodia virginiana,Yosemite National Park,125,Vascular Plant,"Larger Button-Weed, Virginia Buttonweed",Not Evaluated,Larger Button-Weed
Dioscorea oppositifolia,Bryce National Park,96,Vascular Plant,Chinese Yam,Not Evaluated,Chinese Yam
Dioscorea oppositifolia,Great Smoky Mountains National Park,41,Vascular Plant,Chinese Yam,Not Evaluated,Chinese Yam
Dioscorea oppositifolia,Yellowstone National Park,230,Vascular Plant,Chinese Yam,Not Evaluated,Chinese Yam
Dioscorea oppositifolia,Yosemite National Park,161,Vascular Plant,Chinese Yam,Not Evaluated,Chinese Yam
Dioscorea quaternata,Bryce National Park,102,Vascular Plant,Wild Yam,Not Evaluated,Wild Yam
Dioscorea quaternata,Great Smoky Mountains National Park,58,Vascular Plant,Wild Yam,Not Evaluated,Wild Yam
Dioscorea quaternata,Yellowstone National Park,201,Vascular Plant,Wild Yam,Not Evaluated,Wild Yam
Dioscorea quaternata,Yosemite National Park,150,Vascular Plant,Wild Yam,Not Evaluated,Wild Yam
Dioscorea villosa,Bryce National Park,121,Vascular Plant,Wild Yam,Not Evaluated,Wild Yam
Dioscorea villosa,Great Smoky Mountains National Park,68,Vascular Plant,Wild Yam,Not Evaluated,Wild Yam
Dioscorea villosa,Yellowstone National Park,242,Vascular Plant,Wild Yam,Not Evaluated,Wild Yam
Dioscorea villosa,Yosemite National Park,139,Vascular Plant,Wild Yam,Not Evaluated,Wild Yam
Diospyros virginiana,Bryce National Park,71,Vascular Plant,Persimmon,Not Evaluated,Persimmon
Diospyros virginiana,Great Smoky Mountains National Park,97,Vascular Plant,Persimmon,Not Evaluated,Persimmon
Diospyros virginiana,Yellowstone National Park,238,Vascular Plant,Persimmon,Not Evaluated,Persimmon
Diospyros virginiana,Yosemite National Park,145,Vascular Plant,Persimmon,Not Evaluated,Persimmon
Diphylleia cymosa,Bryce National Park,117,Vascular Plant,"Umbrella Leaf, Umbrella-Leaf",Not Evaluated,Umbrella Leaf
Diphylleia cymosa,Great Smoky Mountains National Park,50,Vascular Plant,"Umbrella Leaf, Umbrella-Leaf",Not Evaluated,Umbrella Leaf
Diphylleia cymosa,Yellowstone National Park,257,Vascular Plant,"Umbrella Leaf, Umbrella-Leaf",Not Evaluated,Umbrella Leaf
Diphylleia cymosa,Yosemite National Park,185,Vascular Plant,"Umbrella Leaf, Umbrella-Leaf",Not Evaluated,Umbrella Leaf
Diphyscium cumberlandianum,Bryce National Park,93,Nonvascular Plant,Cumberland Diphyscium Moss,Not Evaluated,Cumberland Diphyscium Moss
Diphyscium cumberlandianum,Great Smoky Mountains National Park,51,Nonvascular Plant,Cumberland Diphyscium Moss,Not Evaluated,Cumberland Diphyscium Moss
Diphyscium cumberlandianum,Yellowstone National Park,250,Nonvascular Plant,Cumberland Diphyscium Moss,Not Evaluated,Cumberland Diphyscium Moss
Diphyscium cumberlandianum,Yosemite National Park,123,Nonvascular Plant,Cumberland Diphyscium Moss,Not Evaluated,Cumberland Diphyscium Moss
Diphyscium foliosum,Bryce National Park,95,Nonvascular Plant,Diphyscium Moss,Not Evaluated,Diphyscium Moss
Diphyscium foliosum,Great Smoky Mountains National Park,36,Nonvascular Plant,Diphyscium Moss,Not Evaluated,Diphyscium Moss
Diphyscium foliosum,Yellowstone National Park,239,Nonvascular Plant,Diphyscium Moss,Not Evaluated,Diphyscium Moss
Diphyscium foliosum,Yosemite National Park,152,Nonvascular Plant,Diphyscium Moss,Not Evaluated,Diphyscium Moss
Diplazium pycnocarpon,Bryce National Park,96,Vascular Plant,Glade Fern,Not Evaluated,Glade Fern
Diplazium pycnocarpon,Great Smoky Mountains National Park,74,Vascular Plant,Glade Fern,Not Evaluated,Glade Fern
Diplazium pycnocarpon,Yellowstone National Park,270,Vascular Plant,Glade Fern,Not Evaluated,Glade Fern
Diplazium pycnocarpon,Yosemite National Park,133,Vascular Plant,Glade Fern,Not Evaluated,Glade Fern
Dipsacus fullonum,Bryce National Park,116,Vascular Plant,Teasel,Not Evaluated,Teasel
Dipsacus fullonum,Great Smoky Mountains National Park,56,Vascular Plant,Teasel,Not Evaluated,Teasel
Dipsacus fullonum,Yellowstone National Park,248,Vascular Plant,Teasel,Not Evaluated,Teasel
Dipsacus fullonum,Yosemite National Park,160,Vascular Plant,Teasel,Not Evaluated,Teasel
Dirca palustris,Bryce National Park,78,Vascular Plant,Eastern Leatherwood,Not Evaluated,Eastern Leatherwood
Dirca palustris,Great Smoky Mountains National Park,93,Vascular Plant,Eastern Leatherwood,Not Evaluated,Eastern Leatherwood
Dirca palustris,Yellowstone National Park,236,Vascular Plant,Eastern Leatherwood,Not Evaluated,Eastern Leatherwood
Dirca palustris,Yosemite National Park,154,Vascular Plant,Eastern Leatherwood,Not Evaluated,Eastern Leatherwood
Disporum hookeri,Bryce National Park,92,Vascular Plant,Drops Of Gold,Not Evaluated,Drops Of Gold
Disporum hookeri,Great Smoky Mountains National Park,47,Vascular Plant,Drops Of Gold,Not Evaluated,Drops Of Gold
Disporum hookeri,Yellowstone National Park,242,Vascular Plant,Drops Of Gold,Not Evaluated,Drops Of Gold
Disporum hookeri,Yosemite National Park,139,Vascular Plant,Drops Of Gold,Not Evaluated,Drops Of Gold
Distichlis spicata,Bryce National Park,103,Vascular Plant,"Desert Saltgrass, Inland Saltgrass, Marsh Spikegrass, Saltgrass, Seashore Saltgrass",Not Evaluated,Desert Saltgrass
Distichlis spicata,Great Smoky Mountains National Park,84,Vascular Plant,"Desert Saltgrass, Inland Saltgrass, Marsh Spikegrass, Saltgrass, Seashore Saltgrass",Not Evaluated,Desert Saltgrass
Distichlis spicata,Yellowstone National Park,241,Vascular Plant,"Desert Saltgrass, Inland Saltgrass, Marsh Spikegrass, Saltgrass, Seashore Saltgrass",Not Evaluated,Desert Saltgrass
Distichlis spicata,Yosemite National Park,147,Vascular Plant,"Desert Saltgrass, Inland Saltgrass, Marsh Spikegrass, Saltgrass, Seashore Saltgrass",Not Evaluated,Desert Saltgrass
Ditrichum lineare,Bryce National Park,46,Nonvascular Plant,Ditrichum Moss,Not Evaluated,Ditrichum Moss
Ditrichum lineare,Great Smoky Mountains National Park,63,Nonvascular Plant,Ditrichum Moss,Not Evaluated,Ditrichum Moss
Ditrichum lineare,Yellowstone National Park,255,Nonvascular Plant,Ditrichum Moss,Not Evaluated,Ditrichum Moss
Ditrichum lineare,Yosemite National Park,163,Nonvascular Plant,Ditrichum Moss,Not Evaluated,Ditrichum Moss
Ditrichum pallidum,Bryce National Park,121,Nonvascular Plant,Pale Ditrichum Moss,Not Evaluated,Pale Ditrichum Moss
Ditrichum pallidum,Great Smoky Mountains National Park,69,Nonvascular Plant,Pale Ditrichum Moss,Not Evaluated,Pale Ditrichum Moss
Ditrichum pallidum,Yellowstone National Park,267,Nonvascular Plant,Pale Ditrichum Moss,Not Evaluated,Pale Ditrichum Moss
Ditrichum pallidum,Yosemite National Park,130,Nonvascular Plant,Pale Ditrichum Moss,Not Evaluated,Pale Ditrichum Moss
Ditrichum pusillum,Bryce National Park,115,Nonvascular Plant,Ditrichum Moss,Not Evaluated,Ditrichum Moss
Ditrichum pusillum,Great Smoky Mountains National Park,98,Nonvascular Plant,Ditrichum Moss,Not Evaluated,Ditrichum Moss
Ditrichum pusillum,Yellowstone National Park,235,Nonvascular Plant,Ditrichum Moss,Not Evaluated,Ditrichum Moss
Ditrichum pusillum,Yosemite National Park,160,Nonvascular Plant,Ditrichum Moss,Not Evaluated,Ditrichum Moss
Ditrichum rhynchostegium,Bryce National Park,94,Nonvascular Plant,Ditrichum Moss,Not Evaluated,Ditrichum Moss
Ditrichum rhynchostegium,Great Smoky Mountains National Park,81,Nonvascular Plant,Ditrichum Moss,Not Evaluated,Ditrichum Moss
Ditrichum rhynchostegium,Yellowstone National Park,232,Nonvascular Plant,Ditrichum Moss,Not Evaluated,Ditrichum Moss
Ditrichum rhynchostegium,Yosemite National Park,153,Nonvascular Plant,Ditrichum Moss,Not Evaluated,Ditrichum Moss
Dodecatheon alpinum,Bryce National Park,99,Vascular Plant,Alpine Shootingstar,Not Evaluated,Alpine Shootingstar
Dodecatheon alpinum,Great Smoky Mountains National Park,85,Vascular Plant,Alpine Shootingstar,Not Evaluated,Alpine Shootingstar
Dodecatheon alpinum,Yellowstone National Park,206,Vascular Plant,Alpine Shootingstar,Not Evaluated,Alpine Shootingstar
Dodecatheon alpinum,Yosemite National Park,159,Vascular Plant,Alpine Shootingstar,Not Evaluated,Alpine Shootingstar
Dodecatheon conjugens,Bryce National Park,89,Vascular Plant,Bonneville Shootingstar,Not Evaluated,Bonneville Shootingstar
Dodecatheon conjugens,Great Smoky Mountains National Park,75,Vascular Plant,Bonneville Shootingstar,Not Evaluated,Bonneville Shootingstar
Dodecatheon conjugens,Yellowstone National Park,240,Vascular Plant,Bonneville Shootingstar,Not Evaluated,Bonneville Shootingstar
Dodecatheon conjugens,Yosemite National Park,152,Vascular Plant,Bonneville Shootingstar,Not Evaluated,Bonneville Shootingstar
Dodecatheon hendersonii,Bryce National Park,101,Vascular Plant,Mosquito Bills,Not Evaluated,Mosquito Bills
Dodecatheon hendersonii,Great Smoky Mountains National Park,26,Vascular Plant,Mosquito Bills,Not Evaluated,Mosquito Bills
Dodecatheon hendersonii,Yellowstone National Park,268,Vascular Plant,Mosquito Bills,Not Evaluated,Mosquito Bills
Dodecatheon hendersonii,Yosemite National Park,161,Vascular Plant,Mosquito Bills,Not Evaluated,Mosquito Bills
Dodecatheon jeffreyi,Bryce National Park,118,Vascular Plant,Sierrra Shootingstar,Not Evaluated,Sierrra Shootingstar
Dodecatheon jeffreyi,Great Smoky Mountains National Park,61,Vascular Plant,Sierrra Shootingstar,Not Evaluated,Sierrra Shootingstar
Dodecatheon jeffreyi,Yellowstone National Park,225,Vascular Plant,Sierrra Shootingstar,Not Evaluated,Sierrra Shootingstar
Dodecatheon jeffreyi,Yosemite National Park,128,Vascular Plant,Sierrra Shootingstar,Not Evaluated,Sierrra Shootingstar
Dodecatheon meadia,Bryce National Park,116,Vascular Plant,"Blazing Star, Shootingstar",Not Evaluated,Blazing Star
Dodecatheon meadia,Great Smoky Mountains National Park,63,Vascular Plant,"Blazing Star, Shootingstar",Not Evaluated,Blazing Star
Dodecatheon meadia,Yellowstone National Park,269,Vascular Plant,"Blazing Star, Shootingstar",Not Evaluated,Blazing Star
Dodecatheon meadia,Yosemite National Park,185,Vascular Plant,"Blazing Star, Shootingstar",Not Evaluated,Blazing Star
Dodecatheon pulchellum var. pulchellum,Bryce National Park,98,Vascular Plant,"Beautiful Shooting Star, Shooting Star, Slimpod Shooting Star",Not Evaluated,Beautiful Shooting Star
Dodecatheon pulchellum var. pulchellum,Great Smoky Mountains National Park,45,Vascular Plant,"Beautiful Shooting Star, Shooting Star, Slimpod Shooting Star",Not Evaluated,Beautiful Shooting Star
Dodecatheon pulchellum var. pulchellum,Yellowstone National Park,254,Vascular Plant,"Beautiful Shooting Star, Shooting Star, Slimpod Shooting Star",Not Evaluated,Beautiful Shooting Star
